Year,Round,Race,Circuit,Date,Driver,Constructor,Grid,Position,Status,Q1,Q2,Q3,Weather,Temp,Precip,Winner,ConstructorWinRate_AllTime,ConstructorWinRate_Recent,Q1_secs,Q2_secs,Q3_secs,BestQualiTime,DriverRecentTop3Rate
2002,10,British Grand Prix,Silverstone Circuit,07-07-2002,Michael Schumacher,Ferrari,3,1,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",15.4,0.329,1,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,1
2002,11,French Grand Prix,Circuit de Nevers Magny-Cours,21-07-2002,Michael Schumacher,Ferrari,2,1,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,19.8,0,1,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,1
2002,12,German Grand Prix,Hockenheimring,28-07-2002,Michael Schumacher,Ferrari,1,1,Finished,99:99.999,99:99.999,99:99.999,Clear,22.6,0,1,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,1
2002,13,Hungarian Grand Prix,Hungaroring,18-08-2002,Michael Schumacher,Ferrari,2,2,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,23.5,0,0,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,1
2002,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,01-09-2002,Michael Schumacher,Ferrari,1,1,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,13.7,0,1,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,1
2002,15,Italian Grand Prix,Autodromo Nazionale di Monza,15-09-2002,Michael Schumacher,Ferrari,2,2,Finished,99:99.999,99:99.999,99:99.999,Clear,18,0,0,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,1
2002,16,United States Grand Prix,Indianapolis Motor Speedway,29-09-2002,Michael Schumacher,Ferrari,1,2,Finished,99:99.999,99:99.999,99:99.999,Clear,19.6,0,0,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,1
2002,17,Japanese Grand Prix,Suzuka Circuit,13-10-2002,Michael Schumacher,Ferrari,1,1,Finished,01:31.3,99:99.999,99:99.999,Clear,19.1,0,1,0.128392484,0.046728972,91.317,6039.999,6039.999,91.317,1
2003,1,Australian Grand Prix,Albert Park Grand Prix Circuit,09-03-2003,Michael Schumacher,Ferrari,1,4,Finished,01:27.2,99:99.999,99:99.999,"Rain, Partially cloudy",16.5,4.764,0,0.128392484,0.046728972,87.173,6039.999,6039.999,87.173,1
2003,2,Malaysian Grand Prix,Sepang International Circuit,23-03-2003,Michael Schumacher,Ferrari,3,6,+1 Lap,01:37.4,99:99.999,99:99.999,"Rain, Partially cloudy",29.3,0.757,0,0.128392484,0.046728972,97.393,6039.999,6039.999,97.393,0.8
2003,3,Brazilian Grand Prix,Autódromo José Carlos Pace,06-04-2003,Michael Schumacher,Ferrari,7,14,Accident,01:14.1,99:99.999,99:99.999,Overcast,20.6,0,0,0.128392484,0.046728972,74.13,6039.999,6039.999,74.13,0.6
2003,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,20-04-2003,Michael Schumacher,Ferrari,1,1,Finished,01:22.3,99:99.999,99:99.999,"Rain, Partially cloudy",12.6,0.442,1,0.128392484,0.046728972,82.327,6039.999,6039.999,82.327,0.4
2003,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,04-05-2003,Michael Schumacher,Ferrari,1,1,Finished,01:17.8,99:99.999,99:99.999,Partially cloudy,18,0,1,0.128392484,0.046728972,77.762,6039.999,6039.999,77.762,0.4
2003,6,Austrian Grand Prix,Red Bull Ring,18-05-2003,Michael Schumacher,Ferrari,1,1,Finished,01:09.1,99:99.999,99:99.999,"Rain, Partially cloudy",13.4,0.047,1,0.128392484,0.046728972,69.15,6039.999,6039.999,69.15,0.4
2003,7,Monaco Grand Prix,Circuit de Monaco,01-06-2003,Michael Schumacher,Ferrari,5,3,Finished,01:15.6,99:99.999,99:99.999,Partially cloudy,20,0,0,0.128392484,0.046728972,75.644,6039.999,6039.999,75.644,0.6
2003,8,Canadian Grand Prix,Circuit Gilles Villeneuve,15-06-2003,Michael Schumacher,Ferrari,3,1,Finished,01:16.0,99:99.999,99:99.999,Partially cloudy,16.5,0,1,0.128392484,0.046728972,76.047,6039.999,6039.999,76.047,0.8
2003,9,European Grand Prix,Nürburgring,29-06-2003,Michael Schumacher,Ferrari,2,5,Finished,01:31.6,99:99.999,99:99.999,Partially cloudy,18.2,0,0,0.128392484,0.046728972,91.555,6039.999,6039.999,91.555,1
2003,10,French Grand Prix,Circuit de Nevers Magny-Cours,06-07-2003,Michael Schumacher,Ferrari,3,3,Finished,01:15.5,99:99.999,99:99.999,"Rain, Partially cloudy",17,0.163,0,0.128392484,0.046728972,75.48,6039.999,6039.999,75.48,0.8
2003,11,British Grand Prix,Silverstone Circuit,20-07-2003,Michael Schumacher,Ferrari,5,4,Finished,01:21.9,99:99.999,99:99.999,Partially cloudy,17.9,0,0,0.128392484,0.046728972,81.867,6039.999,6039.999,81.867,0.8
2003,12,German Grand Prix,Hockenheimring,03-08-2003,Michael Schumacher,Ferrari,6,7,+1 Lap,01:15.9,99:99.999,99:99.999,Partially cloudy,26.4,0,0,0.128392484,0.046728972,75.898,6039.999,6039.999,75.898,0.6
2003,13,Hungarian Grand Prix,Hungaroring,24-08-2003,Michael Schumacher,Ferrari,8,8,+1 Lap,01:22.8,99:99.999,99:99.999,Clear,23.6,0,0,0.128392484,0.046728972,82.755,6039.999,6039.999,82.755,0.4
2003,14,Italian Grand Prix,Autodromo Nazionale di Monza,14-09-2003,Michael Schumacher,Ferrari,1,1,Finished,01:21.0,99:99.999,99:99.999,"Rain, Partially cloudy",18.7,19.654,1,0.128392484,0.046728972,80.963,6039.999,6039.999,80.963,0.2
2003,15,United States Grand Prix,Indianapolis Motor Speedway,28-09-2003,Michael Schumacher,Ferrari,7,1,Finished,01:12.2,99:99.999,99:99.999,"Rain, Partially cloudy",10,1.8,1,0.128392484,0.046728972,72.194,6039.999,6039.999,72.194,0.4
2003,16,Japanese Grand Prix,Suzuka Circuit,12-10-2003,Michael Schumacher,Ferrari,14,8,Finished,01:34.3,99:99.999,99:99.999,"Rain, Overcast",20.3,0.372,0,0.128392484,0.046728972,94.302,6039.999,6039.999,94.302,0.4
2004,1,Australian Grand Prix,Albert Park Grand Prix Circuit,07-03-2004,Michael Schumacher,Ferrari,1,1,Finished,01:24.4,99:99.999,99:99.999,"Rain, Overcast",15.1,0.696,1,0.128392484,0.046728972,84.408,6039.999,6039.999,84.408,0.4
2004,2,Malaysian Grand Prix,Sepang International Circuit,21-03-2004,Michael Schumacher,Ferrari,1,1,Finished,01:33.1,99:99.999,99:99.999,Partially cloudy,28.9,0,1,0.128392484,0.046728972,93.074,6039.999,6039.999,93.074,0.6
2004,3,Bahrain Grand Prix,Bahrain International Circuit,04-04-2004,Michael Schumacher,Ferrari,1,1,Finished,01:30.1,99:99.999,99:99.999,Overcast,25.4,,1,0.128392484,0.046728972,90.139,6039.999,6039.999,90.139,0.8
2004,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,25-04-2004,Michael Schumacher,Ferrari,2,1,Finished,01:20.0,99:99.999,99:99.999,"Rain, Partially cloudy",12.5,13.588,1,0.128392484,0.046728972,80.011,6039.999,6039.999,80.011,0.8
2004,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,09-05-2004,Michael Schumacher,Ferrari,1,1,Finished,01:15.0,99:99.999,99:99.999,Partially cloudy,14.2,0,1,0.128392484,0.046728972,75.022,6039.999,6039.999,75.022,0.8
2004,6,Monaco Grand Prix,Circuit de Monaco,23-05-2004,Michael Schumacher,Ferrari,4,11,Collision,01:14.5,99:99.999,99:99.999,"Rain, Partially cloudy",17.6,0.153,0,0.128392484,0.046728972,74.516,6039.999,6039.999,74.516,1
2004,7,European Grand Prix,Nürburgring,30-05-2004,Michael Schumacher,Ferrari,1,1,Finished,01:28.4,99:99.999,99:99.999,Partially cloudy,15.7,0,1,0.128392484,0.046728972,88.351,6039.999,6039.999,88.351,0.8
2004,8,Canadian Grand Prix,Circuit Gilles Villeneuve,13-06-2004,Michael Schumacher,Ferrari,6,1,Finished,01:13.4,99:99.999,99:99.999,Partially cloudy,19.7,0,1,0.128392484,0.046728972,73.355,6039.999,6039.999,73.355,0.8
2004,9,United States Grand Prix,Indianapolis Motor Speedway,20-06-2004,Michael Schumacher,Ferrari,2,1,Finished,01:10.4,99:99.999,99:99.999,Clear,17.4,0,1,0.128392484,0.046728972,70.4,6039.999,6039.999,70.4,0.8
2004,10,French Grand Prix,Circuit de Nevers Magny-Cours,04-07-2004,Michael Schumacher,Ferrari,2,1,Finished,01:14.0,99:99.999,99:99.999,Partially cloudy,17.8,0,1,0.128392484,0.046728972,73.971,6039.999,6039.999,73.971,0.8
2004,11,British Grand Prix,Silverstone Circuit,11-07-2004,Michael Schumacher,Ferrari,4,1,Finished,01:18.7,99:99.999,99:99.999,"Rain, Partially cloudy",13.2,1.282,1,0.128392484,0.046728972,78.71,6039.999,6039.999,78.71,0.8
2004,12,German Grand Prix,Hockenheimring,25-07-2004,Michael Schumacher,Ferrari,1,1,Finished,01:13.3,99:99.999,99:99.999,Partially cloudy,18.3,0,1,0.128392484,0.046728972,73.306,6039.999,6039.999,73.306,1
2004,13,Hungarian Grand Prix,Hungaroring,15-08-2004,Michael Schumacher,Ferrari,1,1,Finished,01:19.1,99:99.999,99:99.999,Partially cloudy,18.6,0,1,0.128392484,0.046728972,79.146,6039.999,6039.999,79.146,1
2004,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,29-08-2004,Michael Schumacher,Ferrari,2,2,Finished,01:56.3,99:99.999,99:99.999,Partially cloudy,14.6,0,0,0.128392484,0.046728972,116.304,6039.999,6039.999,116.304,1
2004,15,Italian Grand Prix,Autodromo Nazionale di Monza,12-09-2004,Michael Schumacher,Ferrari,3,2,Finished,01:20.6,99:99.999,99:99.999,"Rain, Partially cloudy",19.6,8.921,0,0.128392484,0.046728972,80.637,6039.999,6039.999,80.637,1
2004,16,Chinese Grand Prix,Shanghai International Circuit,26-09-2004,Michael Schumacher,Ferrari,20,12,+1 Lap,99:99.999,99:99.999,99:99.999,Partially cloudy,23.8,0,0,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,1
2004,17,Japanese Grand Prix,Suzuka Circuit,10-10-2004,Michael Schumacher,Ferrari,1,1,Finished,01:33.5,99:99.999,99:99.999,"Rain, Partially cloudy",22.2,2.105,1,0.128392484,0.046728972,93.542,6039.999,6039.999,93.542,0.8
2004,18,Brazilian Grand Prix,Autódromo José Carlos Pace,24-10-2004,Michael Schumacher,Ferrari,18,7,Finished,01:11.4,99:99.999,99:99.999,Partially cloudy,21.6,0,0,0.128392484,0.046728972,71.386,6039.999,6039.999,71.386,0.8
2005,1,Australian Grand Prix,Albert Park Grand Prix Circuit,06-03-2005,Michael Schumacher,Ferrari,19,18,Accident,01:57.9,99:99.999,99:99.999,Partially cloudy,13.1,0,0,0.128392484,0.046728972,117.931,6039.999,6039.999,117.931,0.6
2005,2,Malaysian Grand Prix,Sepang International Circuit,20-03-2005,Michael Schumacher,Ferrari,13,7,Finished,01:34.1,01:37.6,99:99.999,Partially cloudy,29.7,0,0,0.128392484,0.046728972,94.072,97.561,6039.999,94.072,0.4
2005,3,Bahrain Grand Prix,Bahrain International Circuit,03-04-2005,Michael Schumacher,Ferrari,2,17,Hydraulics,01:30.2,01:32.1,99:99.999,Clear,29.6,,0,0.128392484,0.046728972,90.237,92.12,6039.999,90.237,0.2
2005,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,24-04-2005,Michael Schumacher,Ferrari,13,2,Finished,01:20.3,01:27.0,99:99.999,"Rain, Overcast",13.8,1.5,0,0.128392484,0.046728972,80.26,86.984,6039.999,80.26,0.2
2005,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,08-05-2005,Michael Schumacher,Ferrari,8,15,Puncture,01:15.4,01:18.2,99:99.999,Partially cloudy,17.2,0,0,0.128392484,0.046728972,75.398,78.153,6039.999,75.398,0.2
2005,6,Monaco Grand Prix,Circuit de Monaco,22-05-2005,Michael Schumacher,Ferrari,8,7,Finished,01:16.2,01:18.5,99:99.999,Partially cloudy,17.7,0,0,0.128392484,0.046728972,76.186,78.55,6039.999,76.186,0.2
2005,7,European Grand Prix,Nürburgring,29-05-2005,Michael Schumacher,Ferrari,10,5,Finished,01:31.6,99:99.999,99:99.999,Partially cloudy,18.9,0,0,0.128392484,0.046728972,91.585,6039.999,6039.999,91.585,0.2
2005,8,Canadian Grand Prix,Circuit Gilles Villeneuve,12-06-2005,Michael Schumacher,Ferrari,2,2,Finished,01:15.5,99:99.999,99:99.999,Partially cloudy,27,0,0,0.128392484,0.046728972,75.475,6039.999,6039.999,75.475,0.2
2005,9,United States Grand Prix,Indianapolis Motor Speedway,19-06-2005,Michael Schumacher,Ferrari,5,1,Finished,01:11.4,99:99.999,99:99.999,Partially cloudy,19.3,0,1,0.128392484,0.046728972,71.369,6039.999,6039.999,71.369,0.4
2005,10,French Grand Prix,Circuit de Nevers Magny-Cours,03-07-2005,Michael Schumacher,Ferrari,3,3,Finished,01:14.6,99:99.999,99:99.999,"Rain, Partially cloudy",22.1,0.163,0,0.128392484,0.046728972,74.572,6039.999,6039.999,74.572,0.4
2005,11,British Grand Prix,Silverstone Circuit,10-07-2005,Michael Schumacher,Ferrari,9,6,Finished,01:21.3,99:99.999,99:99.999,Partially cloudy,20.5,0,0,0.128392484,0.046728972,81.275,6039.999,6039.999,81.275,0.6
2005,12,German Grand Prix,Hockenheimring,24-07-2005,Michael Schumacher,Ferrari,5,5,Finished,01:15.0,99:99.999,99:99.999,"Rain, Overcast",18.6,3,0,0.128392484,0.046728972,75.006,6039.999,6039.999,75.006,0.6
2005,13,Hungarian Grand Prix,Hungaroring,31-07-2005,Michael Schumacher,Ferrari,1,2,Finished,01:19.9,99:99.999,99:99.999,Partially cloudy,26.4,0,0,0.128392484,0.046728972,79.882,6039.999,6039.999,79.882,0.6
2005,14,Turkish Grand Prix,Istanbul Park,21-08-2005,Michael Schumacher,Ferrari,19,17,Retired,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",22.4,0.039,0,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,0.6
2005,15,Italian Grand Prix,Autodromo Nazionale di Monza,04-09-2005,Michael Schumacher,Ferrari,6,10,Finished,01:21.7,99:99.999,99:99.999,"Rain, Partially cloudy",22.7,1.89,0,0.128392484,0.046728972,81.721,6039.999,6039.999,81.721,0.4
2005,16,Belgian Grand Prix,Circuit de Spa-Francorchamps,11-09-2005,Michael Schumacher,Ferrari,6,18,Accident,01:47.5,99:99.999,99:99.999,"Rain, Overcast",14.5,13.266,0,0.128392484,0.046728972,107.476,6039.999,6039.999,107.476,0.2
2005,17,Brazilian Grand Prix,Autódromo José Carlos Pace,25-09-2005,Michael Schumacher,Ferrari,7,4,Finished,01:13.0,99:99.999,99:99.999,"Rain, Partially cloudy",19.8,3,0,0.128392484,0.046728972,72.976,6039.999,6039.999,72.976,0.2
2005,18,Japanese Grand Prix,Suzuka Circuit,09-10-2005,Michael Schumacher,Ferrari,14,7,Finished,01:52.7,99:99.999,99:99.999,Rain,20.5,0.446,0,0.128392484,0.046728972,112.676,6039.999,6039.999,112.676,0.2
2005,19,Chinese Grand Prix,Shanghai International Circuit,16-10-2005,Michael Schumacher,Ferrari,6,20,Spun off,01:35.3,99:99.999,99:99.999,Clear,18.5,0,0,0.128392484,0.046728972,95.301,6039.999,6039.999,95.301,0
2006,1,Bahrain Grand Prix,Bahrain International Circuit,12-03-2006,Michael Schumacher,Ferrari,1,2,Finished,01:33.3,01:32.0,01:31.4,Clear,18.7,,0,0.128392484,0.046728972,93.31,92.025,91.431,91.431,0
2006,2,Malaysian Grand Prix,Sepang International Circuit,19-03-2006,Michael Schumacher,Ferrari,14,6,Finished,01:35.8,01:34.6,01:34.7,"Rain, Partially cloudy",27.8,56.089,0,0.128392484,0.046728972,95.81,94.574,94.668,94.574,0.2
2006,3,Australian Grand Prix,Albert Park Grand Prix Circuit,02-04-2006,Michael Schumacher,Ferrari,10,17,Accident,01:28.2,01:26.7,99:99.999,"Rain, Partially cloudy",13.1,0.16,0,0.128392484,0.046728972,88.228,86.718,6039.999,86.718,0.2
2006,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,23-04-2006,Michael Schumacher,Ferrari,1,1,Finished,01:24.6,01:22.6,01:22.8,Clear,18.1,0,1,0.128392484,0.046728972,84.598,82.579,82.795,82.579,0.2
2006,5,European Grand Prix,Nürburgring,07-05-2006,Michael Schumacher,Ferrari,2,1,Finished,01:31.2,01:30.0,01:30.0,Partially cloudy,15.4,0,1,0.128392484,0.046728972,91.235,90.013,90.028,90.013,0.4
2006,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14-05-2006,Michael Schumacher,Ferrari,3,2,Finished,01:16.0,01:14.6,01:15.0,Partially cloudy,19.5,0,0,0.128392484,0.046728972,76.049,74.637,74.97,74.637,0.6
2006,7,Monaco Grand Prix,Circuit de Monaco,28-05-2006,Michael Schumacher,Ferrari,22,5,Finished,99:99.999,99:99.999,99:99.999,Partially cloudy,19.1,0,0,0.128392484,0.046728972,6039.999,6039.999,6039.999,6039.999,0.6
2006,8,British Grand Prix,Silverstone Circuit,11-06-2006,Michael Schumacher,Ferrari,3,2,Finished,01:22.1,01:20.7,01:20.6,Partially cloudy,20.6,0,0,0.128392484,0.046728972,82.096,80.659,80.574,80.574,0.6
2006,9,Canadian Grand Prix,Circuit Gilles Villeneuve,25-06-2006,Michael Schumacher,Ferrari,5,2,Finished,01:15.7,01:15.1,01:16.0,Clear,22.4,0,0,0.128392484,0.046728972,75.716,75.139,75.986,75.139,0.8
2006,10,United States Grand Prix,Indianapolis Motor Speedway,02-07-2006,Michael Schumacher,Ferrari,1,1,Finished,01:11.6,01:10.6,01:10.8,"Rain, Partially cloudy",27.2,0.004,1,0.128392484,0.046728972,71.588,70.636,70.832,70.636,0.8
2006,11,French Grand Prix,Circuit de Nevers Magny-Cours,16-07-2006,Michael Schumacher,Ferrari,1,1,Finished,01:15.9,01:15.1,01:15.5,Clear,25.9,0,1,0.128392484,0.046728972,75.865,75.111,75.493,75.111,0.8
2006,12,German Grand Prix,Hockenheimring,30-07-2006,Michael Schumacher,Ferrari,2,1,Finished,01:14.9,01:13.8,01:14.2,"Rain, Partially cloudy",21.4,1.5,1,0.128392484,0.046728972,74.904,73.778,74.205,73.778,0.8
2006,13,Hungarian Grand Prix,Hungaroring,06-08-2006,Michael Schumacher,Ferrari,11,8,Track rod,01:21.4,01:20.9,99:99.999,"Rain, Partially cloudy",16.1,1.905,0,0.128392484,0.046728972,81.44,80.875,6039.999,80.875,1
2006,14,Turkish Grand Prix,Istanbul Park,27-08-2006,Michael Schumacher,Ferrari,2,3,Finished,01:27.4,01:25.8,01:27.3,Clear,26.9,0,0,0.128392484,0.046728972,87.385,85.85,87.284,85.85,0.8
2006,15,Italian Grand Prix,Autodromo Nazionale di Monza,10-09-2006,Michael Schumacher,Ferrari,2,1,Finished,01:21.7,01:21.4,01:21.5,Clear,20.1,0,1,0.128392484,0.046728972,81.711,81.353,81.486,81.353,0.8
2006,16,Chinese Grand Prix,Shanghai International Circuit,01-10-2006,Michael Schumacher,Ferrari,6,1,Finished,01:47.4,01:45.7,01:45.8,"Rain, Overcast",20.6,4,1,0.128392484,0.046728972,107.366,105.66,105.775,105.66,0.8
2006,17,Japanese Grand Prix,Suzuka Circuit,08-10-2006,Michael Schumacher,Ferrari,2,20,Engine,01:31.3,01:29.0,01:29.7,Partially cloudy,19,0,0,0.128392484,0.046728972,91.279,88.954,89.711,88.954,0.8
2006,18,Brazilian Grand Prix,Autódromo José Carlos Pace,22-10-2006,Michael Schumacher,Ferrari,10,4,Finished,01:11.6,01:10.3,99:99.999,Partially cloudy,16.6,0,0,0.128392484,0.046728972,71.565,70.313,6039.999,70.313,0.6
2010,1,Bahrain Grand Prix,Bahrain International Circuit,14-03-2010,Michael Schumacher,Mercedes,7,6,Finished,01:55.6,01:55.1,01:55.5,Clear,26.6,0,0,0.196721311,0.126168224,115.593,115.105,115.524,115.105,0.6
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,28-03-2010,Michael Schumacher,Mercedes,7,10,Finished,01:25.4,01:24.9,01:24.9,"Rain, Partially cloudy",21.2,0.589,0,0.196721311,0.126168224,85.351,84.871,84.927,84.871,0.4
2010,3,Malaysian Grand Prix,Sepang International Circuit,04-04-2010,Michael Schumacher,Mercedes,8,21,Wheel,01:52.2,01:48.4,01:51.7,Partially cloudy,28.2,0,0,0.196721311,0.126168224,112.239,108.4,111.717,108.4,0.2
2010,4,Chinese Grand Prix,Shanghai International Circuit,18-04-2010,Michael Schumacher,Mercedes,9,10,Finished,01:36.5,01:35.7,01:35.6,"Rain, Partially cloudy",16.8,1,0,0.196721311,0.126168224,96.484,95.715,95.646,95.646,0
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,09-05-2010,Michael Schumacher,Mercedes,6,4,Finished,01:22.5,01:21.6,01:21.3,"Rain, Partially cloudy",15.2,1.129,0,0.196721311,0.126168224,82.528,81.557,81.294,81.294,0
2010,6,Monaco Grand Prix,Circuit de Monaco,16-05-2010,Michael Schumacher,Mercedes,7,12,Finished,01:15.6,01:14.7,01:14.6,Partially cloudy,17,0,0,0.196721311,0.126168224,75.649,74.691,74.59,74.59,0
2010,7,Turkish Grand Prix,Istanbul Park,30-05-2010,Michael Schumacher,Mercedes,5,4,Finished,01:27.8,01:27.4,01:26.9,Partially cloudy,22.8,0,0,0.196721311,0.126168224,87.756,87.438,86.857,86.857,0
2010,8,Canadian Grand Prix,Circuit Gilles Villeneuve,13-06-2010,Michael Schumacher,Mercedes,13,11,+1 Lap,01:16.6,01:16.5,99:99.999,Partially cloudy,20.5,0,0,0.196721311,0.126168224,76.598,76.492,6039.999,76.492,0
2010,9,European Grand Prix,Valencia Street Circuit,27-06-2010,Michael Schumacher,Mercedes,15,15,Finished,01:39.0,01:39.2,99:99.999,Clear,23.9,0,0,0.196721311,0.126168224,98.994,99.234,6039.999,98.994,0
2010,10,British Grand Prix,Silverstone Circuit,11-07-2010,Michael Schumacher,Mercedes,10,9,Finished,01:32.1,01:31.0,01:31.4,"Rain, Partially cloudy",19.3,0.026,0,0.196721311,0.126168224,92.058,91.022,91.43,91.022,0
2010,11,German Grand Prix,Hockenheimring,25-07-2010,Michael Schumacher,Mercedes,11,9,+1 Lap,01:16.1,01:15.0,99:99.999,Partially cloudy,14.4,0,0,0.196721311,0.126168224,76.084,75.026,6039.999,75.026,0
2010,12,Hungarian Grand Prix,Hungaroring,01-08-2010,Michael Schumacher,Mercedes,14,11,+1 Lap,01:21.8,01:21.6,99:99.999,Clear,23.3,0,0,0.196721311,0.126168224,81.84,81.63,6039.999,81.63,0
2010,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,29-08-2010,Michael Schumacher,Mercedes,21,7,Finished,01:56.3,01:47.9,99:99.999,"Rain, Partially cloudy",10.5,2.881,0,0.196721311,0.126168224,116.313,107.874,6039.999,107.874,0
2010,14,Italian Grand Prix,Autodromo Nazionale di Monza,12-09-2010,Michael Schumacher,Mercedes,12,9,Finished,01:23.8,01:23.4,99:99.999,Partially cloudy,19.1,0,0,0.196721311,0.126168224,83.84,83.388,6039.999,83.388,0
2010,15,Singapore Grand Prix,Marina Bay Street Circuit,26-09-2010,Michael Schumacher,Mercedes,9,13,+1 Lap,01:48.4,01:47.2,01:46.7,Partially cloudy,28.7,0,0,0.196721311,0.126168224,108.425,107.16,106.702,106.702,0
2010,16,Japanese Grand Prix,Suzuka Circuit,10-10-2010,Michael Schumacher,Mercedes,10,6,Finished,01:32.5,01:32.1,01:31.8,"Rain, Partially cloudy",21.6,3.205,0,0.196721311,0.126168224,92.513,92.073,91.846,91.846,0
2010,17,Korean Grand Prix,Korean International Circuit,24-10-2010,Michael Schumacher,Mercedes,9,4,Finished,01:38.0,01:37.1,01:37.0,"Rain, Overcast",17.4,16.346,0,0.196721311,0.126168224,97.98,97.077,96.95,96.95,0
2010,18,Brazilian Grand Prix,Autódromo José Carlos Pace,07-11-2010,Michael Schumacher,Mercedes,8,7,Finished,01:19.9,01:18.9,01:16.9,Partially cloudy,19.3,0,0,0.196721311,0.126168224,79.879,78.923,76.925,76.925,0
2010,19,Abu Dhabi Grand Prix,Yas Marina Circuit,14-11-2010,Michael Schumacher,Mercedes,8,23,Collision,01:41.2,01:40.5,01:40.5,Clear,26.3,0,0,0.196721311,0.126168224,101.222,100.452,100.516,100.452,0
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,27-03-2011,Michael Schumacher,Mercedes,11,19,Collision,01:26.0,01:26.0,99:99.999,"Rain, Partially cloudy",14.9,0.202,0,0.196721311,0.126168224,85.962,85.971,6039.999,85.962,0
2011,2,Malaysian Grand Prix,Sepang International Circuit,10-04-2011,Michael Schumacher,Mercedes,11,9,Finished,01:36.9,01:37.0,99:99.999,"Rain, Partially cloudy",26.8,0.469,0,0.196721311,0.126168224,96.904,97.035,6039.999,96.904,0
2011,3,Chinese Grand Prix,Shanghai International Circuit,17-04-2011,Michael Schumacher,Mercedes,14,8,Finished,01:35.5,01:36.5,99:99.999,Partially cloudy,14.7,0,0,0.196721311,0.126168224,95.508,96.457,6039.999,95.508,0
2011,4,Turkish Grand Prix,Istanbul Park,08-05-2011,Michael Schumacher,Mercedes,8,12,Finished,01:27.7,01:26.1,01:26.6,Partially cloudy,11.2,0,0,0.196721311,0.126168224,87.697,86.121,86.646,86.121,0
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,22-05-2011,Michael Schumacher,Mercedes,10,6,+1 Lap,01:23.0,01:22.7,99:99.999,Partially cloudy,20.3,0,0,0.196721311,0.126168224,82.96,82.671,6039.999,82.671,0
2011,6,Monaco Grand Prix,Circuit de Monaco,29-05-2011,Michael Schumacher,Mercedes,5,22,Engine,01:16.1,01:15.0,01:14.7,Clear,19.9,0,0,0.196721311,0.126168224,76.092,74.981,74.682,74.682,0
2011,7,Canadian Grand Prix,Circuit Gilles Villeneuve,12-06-2011,Michael Schumacher,Mercedes,8,4,Finished,01:15.0,01:14.2,01:13.9,"Rain, Overcast",15.4,33.93,0,0.196721311,0.126168224,74.97,74.242,73.864,73.864,0
2011,8,European Grand Prix,Valencia Street Circuit,26-06-2011,Michael Schumacher,Mercedes,8,17,+1 Lap,01:39.2,01:38.4,01:38.2,Clear,25,0,0,0.196721311,0.126168224,99.198,98.365,98.24,98.24,0
2011,9,British Grand Prix,Silverstone Circuit,10-07-2011,Michael Schumacher,Mercedes,13,9,Finished,01:34.2,01:32.7,99:99.999,"Rain, Partially cloudy",15.7,0.34,0,0.196721311,0.126168224,94.16,92.656,6039.999,92.656,0
2011,10,German Grand Prix,Nürburgring,24-07-2011,Michael Schumacher,Mercedes,10,8,+1 Lap,01:32.6,01:32.2,01:32.5,"Rain, Partially cloudy",10.5,5.607,0,0.196721311,0.126168224,92.603,92.18,92.482,92.18,0
2011,11,Hungarian Grand Prix,Hungaroring,31-07-2011,Michael Schumacher,Mercedes,9,22,Gearbox,01:22.9,01:21.9,01:21.9,"Rain, Partially cloudy",16.3,0.634,0,0.196721311,0.126168224,82.876,81.852,81.907,81.852,0
2011,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,28-08-2011,Michael Schumacher,Mercedes,24,5,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",11.6,0.186,0,0.196721311,0.126168224,6039.999,6039.999,6039.999,6039.999,0
